Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Account Info/txt_Company""), ""Automation"")",Chrome 127.0.0.0,"Enter ""Company""",,13-08-2024 01:03:56,13-08-2024 01:03:56,0.686s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_Address""), ""Test near test"")",Chrome 127.0.0.0,"Enter ""Address""",,13-08-2024 01:03:56,13-08-2024 01:03:57,0.729s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_Address2""), ""Address 2"")",Chrome 127.0.0.0,"Enter ""Address 2""",,13-08-2024 01:03:57,13-08-2024 01:03:58,0.714s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Account Info/drp_Country""), ""Australia"", false)",Chrome 127.0.0.0,"Select ""Country""",,13-08-2024 01:03:58,13-08-2024 01:03:59,0.636s,PASSED
"scrollToElement(findTestObject(""Object Repository/Account Info/txt_State""), Short_Timeout)",Chrome 127.0.0.0,"Enter ""State""",,13-08-2024 01:03:59,13-08-2024 01:03:59,0.297s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_State""), ""ACT"")",Chrome 127.0.0.0,,,13-08-2024 01:03:59,13-08-2024 01:04:00,0.736s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_City""), ""Melbourne"")",Chrome 127.0.0.0,"Enter ""City""",,13-08-2024 01:04:00,13-08-2024 01:04:00,0.750s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_zipcode""), ""2900"")",Chrome 127.0.0.0,"Enter ""ZipCode""",,13-08-2024 01:04:00,13-08-2024 01:04:01,0.749s,PASSED
"setText(findTestObject(""Object Repository/Account Info/num_Mobile""), ""1236123612"")",Chrome 127.0.0.0,"Enter ""ZipCode""",,13-08-2024 01:04:01,13-08-2024 01:04:02,0.745s,PASSED
"scrollToElement(findTestObject(""Object Repository/Account Info/btn_CreateAcc""), Short_Timeout)",Chrome 127.0.0.0,"Click ""Create Account button""",,13-08-2024 01:04:02,13-08-2024 01:04:02,0.259s,PASSED
"click(findTestObject(""Object Repository/Account Info/btn_CreateAcc""))",Chrome 127.0.0.0,,,13-08-2024 01:04:02,13-08-2024 01:04:06,3.448s,PASSED
"verifyElementText(findTestObject(""Object Repository/Account Info/verify_AccountCreated""), ""ACCOUNT CREATED!"")",Chrome 127.0.0.0,"Verify that ""ACCOUNT CREATED!"" is visible",,13-08-2024 01:04:06,13-08-2024 01:04:06,0.816s,PASSED
"click(findTestObject(""Object Repository/Account Info/btn_Continue""))",Chrome 127.0.0.0,"Click ""Continue"" button",,13-08-2024 01:04:06,13-08-2024 01:04:30,23.973s,PASSED
"verifyElementText(findTestObject(""Object Repository/Account Info/verify_loggedinUser""), ""KBC Automation"")",Chrome 127.0.0.0,"Verify that ""Logged in as username"" is visible",,13-08-2024 01:04:30,13-08-2024 01:04:31,0.660s,PASSED
file.close(),Chrome 127.0.0.0,,,13-08-2024 01:04:31,13-08-2024 01:04:31,0.003s,PASSED
outFile = new java.io.FileOutputStream(new java.io.File((java.lang.System.getProperty(user.dir) + \Data Files\dataFile.xlsx))),Chrome 127.0.0.0,,,13-08-2024 01:04:31,13-08-2024 01:04:31,0.011s,PASSED
workbook.write(outFile),Chrome 127.0.0.0,,,13-08-2024 01:04:31,13-08-2024 01:04:31,0.158s,PASSED
outFile.close(),Chrome 127.0.0.0,,,13-08-2024 01:04:31,13-08-2024 01:04:31,0.001s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,13-08-2024 01:04:31,13-08-2024 01:04:31,0.227s,PASSED
,,,,,,,
Test Cases/Login/L002_Login,Chrome 127.0.0.0,,,13-08-2024 01:04:31,13-08-2024 01:05:07,35.399s,PASSED
file = new java.io.FileInputStream(new java.io.File((java.lang.System.getProperty(user.dir) + \Data Files\dataFile.xlsx))),Chrome 127.0.0.0,,,13-08-2024 01:04:32,13-08-2024 01:04:32,0.003s,PASSED
workbook = new org.apache.poi.xssf.usermodel.XSSFWorkbook(file),Chrome 127.0.0.0,,,13-08-2024 01:04:32,13-08-2024 01:04:32,0.026s,PASSED
sheet = workbook.getSheetAt(0),Chrome 127.0.0.0,,,13-08-2024 01:04:32,13-08-2024 01:04:32,0.002s,PASSED
userEmail = getCell(0).getStringCellValue(),Chrome 127.0.0.0,Read data from excel,,13-08-2024 01:04:32,13-08-2024 01:04:32,0.003s,PASSED
password = getCell(1).getStringCellValue(),Chrome 127.0.0.0,,,13-08-2024 01:04:32,13-08-2024 01:04:32,0.003s,PASSED
UserEmail = userEmail,Chrome 127.0.0.0,,,13-08-2024 01:04:32,13-08-2024 01:04:32,0.002s,PASSED
Password = password,Chrome 127.0.0.0,,,13-08-2024 01:04:32,13-08-2024 01:04:32,0.001s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,13-08-2024 01:04:32,13-08-2024 01:04:32,0.756s,PASSED
"navigateToUrl(""http://automationexercise.com/"")",Chrome 127.0.0.0,Navigate to url http://automationexercise.com,,13-08-2024 01:04:32,13-08-2024 01:04:35,3.166s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Login/Menu_Home""), Long_Timeout)",Chrome 127.0.0.0,Verify that home page is visible successfully,,13-08-2024 01:04:35,13-08-2024 01:04:37,1.253s,PASSED
"verifyElementAttributeValue(findTestObject(""Object Repository/Login/Menu_Home""), ""style"", ""color: orange;"", Short_Timeout)",Chrome 127.0.0.0,,,13-08-2024 01:04:37,13-08-2024 01:04:37,0.303s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Login/img_Home""), OPTIONAL)",Chrome 127.0.0.0,,,13-08-2024 01:04:37,13-08-2024 01:04:37,0.295s,PASSED
"click(findTestObject(""Object Repository/Login/btn_Signup-Login""))",Chrome 127.0.0.0,"Click on ""Signup / Login"" button",,13-08-2024 01:04:37,13-08-2024 01:05:00,22.808s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/Verify_Logintoyouraccount""), ""Login to your account"")",Chrome 127.0.0.0,"Verify ""Login to your account"" is visible",,13-08-2024 01:05:00,13-08-2024 01:05:01,0.646s,PASSED
"setText(findTestObject(""Object Repository/Login/txt_EmailAddress""), UserEmail)",Chrome 127.0.0.0,Enter correct email address,,13-08-2024 01:05:01,13-08-2024 01:05:02,0.859s,PASSED
"setText(findTestObject(""Object Repository/Login/txt_password""), Password)",Chrome 127.0.0.0,Enter correct email address,,13-08-2024 01:05:02,13-08-2024 01:05:02,0.766s,PASSED
"click(findTestObject(""Object Repository/Login/btn_Login""))",Chrome 127.0.0.0,"Click on ""Login"" button",,13-08-2024 01:05:02,13-08-2024 01:05:06,3.319s,PASSED
"verifyElementText(findTestObject(""Object Repository/Account Info/verify_loggedinUser""), ""KBC Automation"")",Chrome 127.0.0.0,Verify logged in user,,13-08-2024 01:05:06,13-08-2024 01:05:07,0.832s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,13-08-2024 01:05:07,13-08-2024 01:05:07,0.189s,PASSED
,,,,,,,
Test Cases/Login/L005_Logout,Chrome 127.0.0.0,,,13-08-2024 01:05:07,13-08-2024 01:05:21,14.063s,FAILED
file = new java.io.FileInputStream(new java.io.File((java.lang.System.getProperty(user.dir) + \Data Files\dataFile.xlsx))),Chrome 127.0.0.0,,,13-08-2024 01:05:07,13-08-2024 01:05:07,0.001s,PASSED
workbook = new org.apache.poi.xssf.usermodel.XSSFWorkbook(file),Chrome 127.0.0.0,,,13-08-2024 01:05:07,13-08-2024 01:05:07,0.013s,PASSED
sheet = workbook.getSheetAt(0),Chrome 127.0.0.0,,,13-08-2024 01:05:07,13-08-2024 01:05:07,0.002s,PASSED
userEmail = getCell(0).getStringCellValue(),Chrome 127.0.0.0,Read data from excel,,13-08-2024 01:05:07,13-08-2024 01:05:07,0.001s,PASSED
password = getCell(1).getStringCellValue(),Chrome 127.0.0.0,,,13-08-2024 01:05:07,13-08-2024 01:05:07,0.000s,PASSED
"callTestCase(findTestCase(""Login/L002_Login""), [""UserEmail"":userEmail, ""Password"":password], STOP_ON_FAILURE)",Chrome 127.0.0.0,Call Login test case to run the login test,,13-08-2024 01:05:07,13-08-2024 01:05:21,13.929s,PASSED
"click(findTestObject(""Object Repository/Login/btn_Logout""))",Chrome 127.0.0.0,,,13-08-2024 01:05:21,13-08-2024 01:05:21,0.018s,FAILED
,,,,,,,
Test Cases/Login/L003_Login User with correct email and password,Chrome 127.0.0.0,Login User with correct email and password,,13-08-2024 01:05:21,13-08-2024 01:05:36,15.623s,FAILED
file = new java.io.FileInputStream(new java.io.File((java.lang.System.getProperty(user.dir) + \Data Files\dataFile.xlsx))),Chrome 127.0.0.0,,,13-08-2024 01:05:21,13-08-2024 01:05:21,0.001s,PASSED
workbook = new org.apache.poi.xssf.usermodel.XSSFWorkbook(file),Chrome 127.0.0.0,,,13-08-2024 01:05:21,13-08-2024 01:05:21,0.010s,PASSED
sheet = workbook.getSheetAt(0),Chrome 127.0.0.0,,,13-08-2024 01:05:21,13-08-2024 01:05:21,0.001s,PASSED
userEmail = getCell(0).getStringCellValue(),Chrome 127.0.0.0,Read data from excel,,13-08-2024 01:05:21,13-08-2024 01:05:21,0.001s,PASSED
password = getCell(1).getStringCellValue(),Chrome 127.0.0.0,,,13-08-2024 01:05:21,13-08-2024 01:05:21,0.003s,PASSED
"callTestCase(findTestCase(""Login/L002_Login""), [""UserEmail"":userEmail, ""Password"":password], STOP_ON_FAILURE)",Chrome 127.0.0.0,Call Login test case to run the login test,,13-08-2024 01:05:21,13-08-2024 01:05:36,15.534s,PASSED
"verifyElementText(findTestObject(""Object Repository/Account Info/verify_loggedinUser""), ""KBC Automation"")",Chrome 127.0.0.0,Verify logged in user,,13-08-2024 01:05:36,13-08-2024 01:05:36,0.011s,FAILED
,,,,,,,
Test Cases/Login/L004_Login User with incorrect email and password,Chrome 127.0.0.0,Login User with correct email and password,,13-08-2024 01:05:36,13-08-2024 01:06:12,35.356s,FAILED
"callTestCase(findTestCase(""Login/L002_Login""), [""UserEmail"":userEmail, ""Password"":password], STOP_ON_FAILURE)",Chrome 127.0.0.0,Call Login test case to run the login test,,13-08-2024 01:05:37,13-08-2024 01:06:12,35.286s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/verify_invalidcreds""), ""Your email or password is incorrect!"", CONTINUE_ON_FAILURE)",Chrome 127.0.0.0,Verify invalid creds validation message,,13-08-2024 01:06:12,13-08-2024 01:06:12,0.009s,FAILED
"click(findTestObject(""Object Repository/Login/btn_Login""))",Chrome 127.0.0.0,"Click on ""Login"" button",,13-08-2024 01:06:12,13-08-2024 01:06:12,0.007s,FAILED
