Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"waitForElementVisible(findTestObject(""Object Repository/Account Info/drp_Month""), Short_Timeout)",Chrome 127.0.0.0,,,13-08-2024 00:33:09,13-08-2024 00:33:09,0.355s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Account Info/drp_Month""), ""3"", false)",Chrome 127.0.0.0,,,13-08-2024 00:33:09,13-08-2024 00:33:10,0.776s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Account Info/drp_Year""), ""2002"", false)",Chrome 127.0.0.0,,,13-08-2024 00:33:10,13-08-2024 00:33:11,0.789s,PASSED
"scrollToElement(findTestObject(""Object Repository/Account Info/checkbox_signUpNews""), Short_Timeout)",Chrome 127.0.0.0,"Select checkbox ""Sign up for our newsletter!""",,13-08-2024 00:33:11,13-08-2024 00:33:11,0.394s,PASSED
"click(findTestObject(""Object Repository/Account Info/checkbox_signUpNews""))",Chrome 127.0.0.0,,,13-08-2024 00:33:11,13-08-2024 00:33:11,0.434s,PASSED
"click(findTestObject(""Object Repository/Account Info/checkbox_option""))",Chrome 127.0.0.0,"Select checkbox ""Receive special offers from our partners!""",,13-08-2024 00:33:11,13-08-2024 00:33:12,0.376s,PASSED
"scrollToElement(findTestObject(""Object Repository/Account Info/txt_first_name""), Short_Timeout)",Chrome 127.0.0.0,"Enter ""First name""",,13-08-2024 00:33:12,13-08-2024 00:33:12,0.325s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_first_name""), ""KBC"")",Chrome 127.0.0.0,,,13-08-2024 00:33:12,13-08-2024 00:33:13,0.800s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_last_name""), ""Automation"")",Chrome 127.0.0.0,"Enter ""Last name""",,13-08-2024 00:33:13,13-08-2024 00:33:14,1.050s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_Company""), ""Automation"")",Chrome 127.0.0.0,"Enter ""Company""",,13-08-2024 00:33:14,13-08-2024 00:33:15,0.980s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_Address""), ""Test near test"")",Chrome 127.0.0.0,"Enter ""Address""",,13-08-2024 00:33:15,13-08-2024 00:33:16,1.130s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_Address2""), ""Address 2"")",Chrome 127.0.0.0,"Enter ""Address 2""",,13-08-2024 00:33:16,13-08-2024 00:33:17,1.030s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Account Info/drp_Country""), ""Australia"", false)",Chrome 127.0.0.0,"Select ""Country""",,13-08-2024 00:33:17,13-08-2024 00:33:18,0.841s,PASSED
"scrollToElement(findTestObject(""Object Repository/Account Info/txt_State""), Short_Timeout)",Chrome 127.0.0.0,"Enter ""State""",,13-08-2024 00:33:18,13-08-2024 00:33:18,0.358s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_State""), ""ACT"")",Chrome 127.0.0.0,,,13-08-2024 00:33:18,13-08-2024 00:33:19,1.010s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_City""), ""Melbourne"")",Chrome 127.0.0.0,"Enter ""City""",,13-08-2024 00:33:19,13-08-2024 00:33:20,1.071s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_zipcode""), ""2900"")",Chrome 127.0.0.0,"Enter ""ZipCode""",,13-08-2024 00:33:20,13-08-2024 00:33:21,0.989s,PASSED
"setText(findTestObject(""Object Repository/Account Info/num_Mobile""), ""1236123612"")",Chrome 127.0.0.0,"Enter ""ZipCode""",,13-08-2024 00:33:21,13-08-2024 00:33:22,1.100s,PASSED
"scrollToElement(findTestObject(""Object Repository/Account Info/btn_CreateAcc""), Short_Timeout)",Chrome 127.0.0.0,"Click ""Create Account button""",,13-08-2024 00:33:22,13-08-2024 00:33:23,0.375s,PASSED
"click(findTestObject(""Object Repository/Account Info/btn_CreateAcc""))",Chrome 127.0.0.0,,,13-08-2024 00:33:23,13-08-2024 00:33:26,2.988s,PASSED
"verifyElementText(findTestObject(""Object Repository/Account Info/verify_AccountCreated""), ""ACCOUNT CREATED!"")",Chrome 127.0.0.0,"Verify that ""ACCOUNT CREATED!"" is visible",,13-08-2024 00:33:26,13-08-2024 00:33:26,0.627s,PASSED
"click(findTestObject(""Object Repository/Account Info/btn_Continue""))",Chrome 127.0.0.0,"Click ""Continue"" button",,13-08-2024 00:33:26,13-08-2024 00:33:30,3.388s,PASSED
"verifyElementText(findTestObject(""Object Repository/Account Info/verify_loggedinUser""), ""KBC Automation"")",Chrome 127.0.0.0,"Verify that ""Logged in as username"" is visible",,13-08-2024 00:33:30,13-08-2024 00:33:31,0.690s,PASSED
file.close(),Chrome 127.0.0.0,,,13-08-2024 00:33:31,13-08-2024 00:33:31,0.006s,PASSED
outFile = new java.io.FileOutputStream(new java.io.File((java.lang.System.getProperty(user.dir) + \Data Files\dataFile.xlsx))),Chrome 127.0.0.0,,,13-08-2024 00:33:31,13-08-2024 00:33:31,0.016s,PASSED
workbook.write(outFile),Chrome 127.0.0.0,,,13-08-2024 00:33:31,13-08-2024 00:33:31,0.288s,PASSED
outFile.close(),Chrome 127.0.0.0,,,13-08-2024 00:33:31,13-08-2024 00:33:31,0.000s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,13-08-2024 00:33:31,13-08-2024 00:33:31,0.270s,PASSED
,,,,,,,
Test Cases/Login/L002_Login,Chrome 127.0.0.0,,,13-08-2024 00:33:31,13-08-2024 00:33:32,0.420s,ERROR
file = new java.io.FileInputStream(new java.io.File((java.lang.System.getProperty(user.dir) + \Data Files\dataFile.xlsx))),Chrome 127.0.0.0,,,13-08-2024 00:33:31,13-08-2024 00:33:31,0.007s,PASSED
workbook = new org.apache.poi.xssf.usermodel.XSSFWorkbook(file),Chrome 127.0.0.0,,,13-08-2024 00:33:31,13-08-2024 00:33:31,0.045s,PASSED
sheet = workbook.getSheetAt(0),Chrome 127.0.0.0,,,13-08-2024 00:33:31,13-08-2024 00:33:31,0.003s,PASSED
Read data from excel(java.lang.String),Chrome 127.0.0.0,,,13-08-2024 00:33:31,13-08-2024 00:33:32,0.079s,ERROR
,,,,,,,
Test Cases/Login/L005_Logout,Chrome 127.0.0.0,,,13-08-2024 00:33:32,13-08-2024 00:33:32,0.410s,ERROR
file = new java.io.FileInputStream(new java.io.File((java.lang.System.getProperty(user.dir) + \Data Files\dataFile.xlsx))),Chrome 127.0.0.0,,,13-08-2024 00:33:32,13-08-2024 00:33:32,0.012s,PASSED
workbook = new org.apache.poi.xssf.usermodel.XSSFWorkbook(file),Chrome 127.0.0.0,,,13-08-2024 00:33:32,13-08-2024 00:33:32,0.048s,PASSED
sheet = workbook.getSheetAt(0),Chrome 127.0.0.0,,,13-08-2024 00:33:32,13-08-2024 00:33:32,0.000s,PASSED
Read data from excel(java.lang.String),Chrome 127.0.0.0,,,13-08-2024 00:33:32,13-08-2024 00:33:32,0.032s,ERROR
