Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Account Info/checkbox_signUpNews""))",Chrome 127.0.0.0,,,13-08-2024 23:58:59,13-08-2024 23:58:59,0.409s,PASSED
"click(findTestObject(""Object Repository/Account Info/checkbox_option""))",Chrome 127.0.0.0,"Select checkbox ""Receive special offers from our partners!""",,13-08-2024 23:58:59,13-08-2024 23:59:00,0.420s,PASSED
"scrollToElement(findTestObject(""Object Repository/Account Info/txt_first_name""), Short_Timeout)",Chrome 127.0.0.0,"Enter ""First name""",,13-08-2024 23:59:00,13-08-2024 23:59:00,0.346s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_first_name""), ""KBC"")",Chrome 127.0.0.0,,,13-08-2024 23:59:00,13-08-2024 23:59:01,0.947s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_last_name""), ""Automation"")",Chrome 127.0.0.0,"Enter ""Last name""",,13-08-2024 23:59:01,13-08-2024 23:59:02,0.936s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_Company""), ""Automation"")",Chrome 127.0.0.0,"Enter ""Company""",,13-08-2024 23:59:02,13-08-2024 23:59:03,1.048s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_Address""), ""Test near test"")",Chrome 127.0.0.0,"Enter ""Address""",,13-08-2024 23:59:03,13-08-2024 23:59:04,0.911s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_Address2""), ""Address 2"")",Chrome 127.0.0.0,"Enter ""Address 2""",,13-08-2024 23:59:04,13-08-2024 23:59:05,1.030s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Account Info/drp_Country""), ""Australia"", false)",Chrome 127.0.0.0,"Select ""Country""",,13-08-2024 23:59:05,13-08-2024 23:59:06,0.740s,PASSED
"scrollToElement(findTestObject(""Object Repository/Account Info/txt_State""), Short_Timeout)",Chrome 127.0.0.0,"Enter ""State""",,13-08-2024 23:59:06,13-08-2024 23:59:06,0.386s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_State""), ""ACT"")",Chrome 127.0.0.0,,,13-08-2024 23:59:06,13-08-2024 23:59:07,0.977s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_City""), ""Melbourne"")",Chrome 127.0.0.0,"Enter ""City""",,13-08-2024 23:59:07,13-08-2024 23:59:08,1.006s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_zipcode""), ""2900"")",Chrome 127.0.0.0,"Enter ""ZipCode""",,13-08-2024 23:59:08,13-08-2024 23:59:09,0.920s,PASSED
"setText(findTestObject(""Object Repository/Account Info/num_Mobile""), ""1236123612"")",Chrome 127.0.0.0,"Enter ""ZipCode""",,13-08-2024 23:59:09,13-08-2024 23:59:10,1.030s,PASSED
"scrollToElement(findTestObject(""Object Repository/Account Info/btn_CreateAcc""), Short_Timeout)",Chrome 127.0.0.0,"Click ""Create Account button""",,13-08-2024 23:59:10,13-08-2024 23:59:10,0.356s,PASSED
"click(findTestObject(""Object Repository/Account Info/btn_CreateAcc""))",Chrome 127.0.0.0,,,13-08-2024 23:59:10,13-08-2024 23:59:13,2.886s,PASSED
"verifyElementText(findTestObject(""Object Repository/Account Info/verify_AccountCreated""), ""ACCOUNT CREATED!"")",Chrome 127.0.0.0,"Verify that ""ACCOUNT CREATED!"" is visible",,13-08-2024 23:59:13,13-08-2024 23:59:14,0.608s,PASSED
"click(findTestObject(""Object Repository/Account Info/btn_Continue""))",Chrome 127.0.0.0,"Click ""Continue"" button",,13-08-2024 23:59:14,13-08-2024 23:59:17,3.188s,PASSED
"verifyElementText(findTestObject(""Object Repository/Account Info/verify_loggedinUser""), ""KBC Automation"")",Chrome 127.0.0.0,"Verify that ""Logged in as username"" is visible",,13-08-2024 23:59:17,13-08-2024 23:59:18,0.724s,PASSED
file.close(),Chrome 127.0.0.0,,,13-08-2024 23:59:18,13-08-2024 23:59:18,0.001s,PASSED
outFile = new java.io.FileOutputStream(new java.io.File((java.lang.System.getProperty(user.dir) + \Data Files\dataFile.xlsx))),Chrome 127.0.0.0,,,13-08-2024 23:59:18,13-08-2024 23:59:18,0.020s,PASSED
workbook.write(outFile),Chrome 127.0.0.0,,,13-08-2024 23:59:18,13-08-2024 23:59:18,0.215s,PASSED
outFile.close(),Chrome 127.0.0.0,,,13-08-2024 23:59:18,13-08-2024 23:59:18,0.000s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,13-08-2024 23:59:18,13-08-2024 23:59:18,0.285s,PASSED
,,,,,,,
Test Cases/Login/L004_Logout,Chrome 127.0.0.0,,,13-08-2024 23:59:18,13-08-2024 23:59:36,17.568s,PASSED
file = new java.io.FileInputStream(new java.io.File((java.lang.System.getProperty(user.dir) + \Data Files\dataFile.xlsx))),Chrome 127.0.0.0,,,13-08-2024 23:59:18,13-08-2024 23:59:18,0.009s,PASSED
workbook = new org.apache.poi.xssf.usermodel.XSSFWorkbook(file),Chrome 127.0.0.0,,,13-08-2024 23:59:18,13-08-2024 23:59:18,0.039s,PASSED
sheet = workbook.getSheetAt(0),Chrome 127.0.0.0,,,13-08-2024 23:59:18,13-08-2024 23:59:18,0.000s,PASSED
userEmail = getCell(0).getStringCellValue(),Chrome 127.0.0.0,Read data from excel,,13-08-2024 23:59:18,13-08-2024 23:59:18,0.000s,PASSED
password = getCell(1).getStringCellValue(),Chrome 127.0.0.0,,,13-08-2024 23:59:19,13-08-2024 23:59:19,0.000s,PASSED
"callTestCase(findTestCase(""Login/Login""), [""userEmail"":userEmail, ""password"":password], STOP_ON_FAILURE)",Chrome 127.0.0.0,Call Login test case to run the login test,,13-08-2024 23:59:19,13-08-2024 23:59:33,14.853s,PASSED
"click(findTestObject(""Object Repository/Login/btn_Logout""))",Chrome 127.0.0.0,,,13-08-2024 23:59:33,13-08-2024 23:59:35,1.834s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Login/img_Home""), OPTIONAL)",Chrome 127.0.0.0,,,13-08-2024 23:59:35,13-08-2024 23:59:36,0.620s,PASSED
